phone,androidBulletinDate,cadence,endOfLife,spVersion,screenId,comments,cadenceComments,dateOfFirstLiveRelease
Nokia 3,2019-07-01,Monthly,Sep-20,Jul-19,00WW_4_43E_SP04,SP Only (Pie 9),Monthly to Quarterly SPs after Sep-19,"July 30, 2019"
Nokia 7 Plus,2019-07-01,Monthly,Apr-21,Jul-19,00WW_3_54H,MR Update and SP (Pie 9),,"July 25, 2019"
Nokia 6.1,2019-07-01,Monthly,Apr-21,Jul-19,00WW_3_54H,MR Update and SP (Pie 9),,"July 25, 2019"
Nokia 6.1 Plus,2019-07-01,Monthly,Aug-21,Jul-19,00WW_3_54H,MR Update and SP (Pie 9),,"July 25, 2019"
Nokia 7.1,2019-07-01,Monthly,Nov-21,Jul-19,00WW_3_54H,MR Update and SP (Pie 9),,"July 25, 2019"
Nokia 8,2019-07-01,Monthly,Oct-20,Jul-19,00WW_5_15D,MR Update and SP (Pie 9),Monthly to Quarterly SPs after Oct-19,"July 24, 2019"
Nokia 8.1,2019-07-01,Monthly,Dec-21,Jul-19,00WW_3_02I,MR Update and SP (Pie 9),,"July 24, 2019"
Nokia 8.1,2019-07-01,Monthly,Dec-21,Jul-19,00WW_2_59J,MR Update and SP (Pie 9),,"July 24, 2019"
Nokia 2.1,2019-07-01,Monthly,Aug-21,Jul-19,00WW_1_13B_SP03,SP Only (Pie 9 GO),Monthly to Quarterly SPs after Aug-20,"July 23, 2019"
Nokia 5.1 Plus,2019-07-01,Monthly,Oct-21,Jul-19,00WW_2_16A_SP03,SP Only (Pie 9),,"July 22, 2019"
Nokia 1,2019-07-01,Monthly,Apr-21,Jul-19,00WW_2_130_SP01,SP Only (Pie 9 GO),Monthly to Quarterly SPs after Apr-20,"July 17, 2019"
Nokia 3.1 Plus ,2019-07-01,Monthly,Oct-21,Jul-19,00WW_2_25H_SP01,SP Only (Pie 9),,"July 17, 2019"
Nokia 6.1,2019-07-01,Monthly,Apr-21,Jul-19,00WW_3_54G,MR Update and SP (Pie 9),,"July 16, 2019"
Nokia 3,2019-07-01,Monthly,Sep-20,Jul-19,00WW_5_120_SP02,SP Only (Pie 9),Monthly to Quarterly SPs after Sep-19,"July 16, 2019"
Nokia 8 Sirocco,2019-07-01,Monthly,May-21,Jul-19,00WW_4_14B_SP03,SP Only (Pie 9),,"July 16, 2019"
Nokia 6,2019-07-01,Monthly,Sep-19,Jul-19,00A0_6_17D_SP03 / 00S0_6_17D_SP03,SP Only - Amazon US/India (Pie 9),,"July 11, 2019"
Nokia 6,2019-07-01,Monthly,Oct-20,Jul-19,00WW_6_17D_SP03,SP Only (Pie 9),Monthly to Quarterly SPs after Oct-19,"July 11, 2019"
Nokia 5,2019-07-01,Monthly,Oct-20,Jul-19,00WW_6_18A_SP01,SP Only (Pie 9),Monthly to Quarterly SPs after Oct-19,"July 11, 2019"
Nokia 2,2019-07-01,Monthly,Nov-19,Jul-19,00WW_0_680_SP08,SP Only (Nougat),,"July 10, 2019"
Nokia 4.2,2019-07-01,Monthly,Apr-22,Jul-19,00WW_1_22G_SP01 ,SP Only (Pie 9),,"July 08, 2019"
Nokia 4.2,2019-07-01,Monthly,Apr-22,Jul-19,00WW_1_17M_SP02 ,SP Only (Pie 9),,"July 08, 2019"
Nokia 9 Pureview,2019-07-01,Monthly,Mar-22,Jul-19,00WW_4_27C,MR Update and SP (Pie 9),,"July 08, 2019"
Nokia 5.1,2019-06-01,Monthly,Aug-21,Jun-19,00WW_042C_SP02,SP Only (Oreo 8.0),,"July 04, 2019"
Nokia 4.2,2019-06-01,Monthly,Apr-22,Jun-19,00WW_1_22E_SP01,SP Only (Pie 9),,"July 02, 2019"
Nokia 4.2,2019-06-01,Monthly,Apr-22,Jun-19,00WW_1_17J_SP02 ,SP Only (Pie 9),,"July 02, 2019"
Nokia 4.2,2019-06-01,Monthly,Apr-22,Jun-19,00WW_1_171_SP02 ,SP Only (Pie 9),,"July 02, 2019"
Nokia 3.2,2019-06-01,Monthly,Apr-22,Jun-19,00WW_1_08D_SP01,SP Only (Pie 9),,"July 02, 2019"
Nokia 3.2,2019-06-01,Monthly,Apr-22,Jun-19,00WW_1_03D_SP02,SP Only (Pie 9),,"July 02, 2019"
Nokia 5.1,2019-06-01,Monthly,Aug-21,Jun-19,00WW_3_24A_SP01,SP Only (Pie 9),,"July 01, 2019"
Nokia 2.2,2019-06-01,Monthly,Jun-22,Jun-19,00WW_1_280_SP01,SP Only (Pie 9),,"June 28, 2019"
Nokia 8.1,2019-06-01,Monthly,Dec-21,Jun-19,00WW_3_02D_SP02,SP Only (Pie 9),,"June 28, 2019"
Nokia 8.1,2019-06-01,Monthly,Dec-21,Jun-19,00WW_2_59E_SP02,SP Only (Pie 9),,"June 28, 2019"
Nokia 2,2019-06-01,Monthly,Nov-19,Jun-19,00WW_0_680_SP07,SP Only (Nougat),,"June 27, 2019"
Nokia 3.1,2019-06-01,Monthly,Jul-21,Jun-19,00WW_3_180_SP03,SP Only (Pie 9),,"June 26, 2019"
Nokia 5.1,2019-06-01,Monthly,Aug-21,Jun-19,00WW_3_190_SP03,SP Only (Pie 9),,"June 26, 2019"
Nokia 3,2019-06-01,Monthly,Sep-20,Jun-19,00WW_5_120_SP01,SP Only (Pie 9),Monthly to Quarterly SPs after Sep-19,"June 26, 2019"
Nokia 2.1,2019-06-01,Monthly,Aug-21,Jun-19,00WW_1_13B_SP02,SP Only (Pie 9 GO),Monthly to Quarterly SPs after Aug-20,"June 26, 2019"
Nokia 1,2019-06-01,Monthly,Apr-21,Jun-19,00WW_2_130,MR Upgrade and SP (Pie 9 GO),Monthly to Quarterly SPs after Apr-20,"June 25, 2019"
Nokia 5.1 Plus,2019-06-01,Monthly,Oct-21,Jun-19,00WW_2_16A_SP02,SP Only (Pie 9),,"June 25, 2019"
Nokia 7.1,2019-06-01,Monthly,Nov-21,Jun-19,00WW_3_54E,MR Update and SP (Pie 9),,"June 24, 2019"
Nokia 7 Plus,2019-06-01,Monthly,Apr-21,Jun-19,00WW_3_54E,MR Update and SP (Pie 9),,"June 24, 2019"
Nokia 6.1 ,2019-06-01,Monthly,Apr-21,Jun-19,00WW_3_54E,MR Update and SP (Pie 9),,"June 24, 2019"
Nokia 6.1 Plus ,2019-06-01,Monthly,Aug-21,Jun-19,00WW_3_54E,MR Update and SP (Pie 9),,"June 24, 2019"
Nokia 3.1 Plus ,2019-06-01,Monthly,Oct-21,Jun-19,00WW_2_25H,MR Update and SP (Pie 9),,"June 21, 2019"
Nokia 9 Pureview,2019-06-01,Monthly,Mar-22,Jun-19,00WW_4_22C_SP01,SP Only (Pie 9),,"June 20, 2019"
Nokia 6,2019-06-01,Monthly,Sep-19,Jun-19,00A0_6_17D_SP02 / 00S0_6_17D_SP02,SP Only - Amazon US/India (Pie 9),,"June 19, 2019"
Nokia 6,2019-06-01,Monthly,Oct-20,Jun-19,00WW_6_17D_SP02,SP Only (Pie 9),Monthly to Quarterly SPs after Oct-19,"June 19, 2019"
Nokia 8 Sirocco,2019-06-01,Monthly,May-21,Jun-19,00WW_4_14B_SP02,SP Only (Pie 9),,"June 18, 2019"
Nokia 8,2019-06-01,Monthly,Oct-20,Jun-19,00WW_5_150_SP02,SP Only (Pie 9),Monthly to Quarterly SPs after Oct-19,"June 18, 2019"
Nokia 2.2,2019-06-01,Monthly,Jun-22,Jun-19,00WW_1_390,MR Update and SP (Pie 9),,"June 18, 2019"
Nokia 4.2,2019-05-01,Monthly,Apr-22,May-19,00WW_1_22G,MR Update and SP (Pie 9),,"June 17, 2019"
Nokia 1 Plus,2019-06-01,Monthly,Feb-22,Jun-19,00WW_0_830_SP01,SP Only (Pie 9 GO),Monthly to Quarterly SPs after Feb-21,"June 12, 2019"
Nokia 5.1,2019-05-01,Monthly,Aug-21,May-19,00WW_042C_SP01,SP Only (Oreo 8.0),,"June 11, 2019"
Nokia 1 Plus,2019-06-01,Monthly,Feb-22,Jun-19,00WW_0_750_SP01,SP Only (Pie 9 GO),Monthly to Quarterly SPs after Feb-21,"June 11, 2019"
Nokia 5,2019-06-01,Monthly,Oct-20,Jun-19,00WW_6_18A,MR Update and SP (Pie 9),Monthly to Quarterly SPs after Oct-19,"June 11, 2019"
Nokia 3.1 Plus ,2019-05-01,Monthly,Oct-21,May-19,00WW_2_25G,MR Update and SP (Pie 9),,"June 11, 2019"
Nokia 2.2,2019-05-01,Monthly,Jun-22,May-19,00WW_1_280 ,MR Update and SP (Pie 9),,"June 06, 2019"
Nokia 5.1,2019-05-01,Monthly,Aug-21,May-19,00WW_3_24A,MR Update and SP (Pie 9),,"June 06, 2019"
Nokia 4.2,2019-05-01,Monthly,Apr-22,May-19,00WW_1_17M_SP01,SP Only (Pie 9),,"June 06, 2019"
Nokia X71,2019-05-01,Final guaranteed Security Patch Update,May-19,May-19,00WW_1_18J,MR Update and SP (Pie 9),,"June 03, 2019"
Nokia 3,2019-05-01,Monthly,Sep-20,May-19,00WW_5_120,MR Upgrade and SP (Pie 9),Monthly to Quarterly SPs after Sep-19,"June 03, 2019"
Nokia 1 Plus,2019-05-01,Monthly,Feb-22,May-19,00WW_0_830,MR Update and SP (Pie 9 GO),Monthly to Quarterly SPs after Feb-21,"May 29, 2019"
Nokia 3.2,2019-05-01,Monthly,Apr-22,May-19,00WW_1_08D,MR Update and SP (Pie 9),,"May 29, 2019"
Nokia 5.1 Plus,2019-05-01,Monthly,Oct-21,May-19,00WW_2_16A_SP01,SP Only (Pie 9),,"May 29, 2019"
Nokia 3.1,2019-05-01,Monthly,Jul-21,May-19,00WW_3_180_SP02,SP Only (Pie 9),,"May 29, 2019"
Nokia 6.1 Plus,2019-05-01,Monthly,Aug-21,May-19,00WW_3_51F_SP02,SP Only (Pie 9),,"May 29, 2019"
Nokia 7.1,2019-05-01,Monthly,Nov-21,May-19,00WW_3_51F_SP02,SP Only (Pie 9),,"May 29, 2019"
Nokia 7 Plus,2019-05-01,Monthly,Apr-21,May-19,00WW_3_51F_SP02,SP Only (Pie 9),,"May 28, 2019"
Nokia 6.1,2019-05-01,Monthly,Apr-21,May-19,00WW_3_51F_SP02,SP Only (Pie 9),,"May 28, 2019"
Nokia 1,2019-05-01,Monthly,Apr-21,May-19,00WW_1_550_SP02 / 00WW_1_550_RU_SP02,SP Only (Oreo 8.1 GO),Monthly to Quarterly SPs after Apr-20,"May 28, 2019"
Nokia 5.1,2019-05-01,Monthly,Aug-21,May-19,00WW_3_190_SP02,SP Only (Pie 9),,"May 28, 2019"
Nokia 2,2019-05-01,Monthly,Nov-19,May-19,00WW_0_680_SP06,SP Only (Nougat),,"May 27, 2019"
Nokia 2.1,2019-05-01,Monthly,Aug-21,May-19,00WW_1_13B_SP01,SP Only (Pie 9 GO),Monthly to Quarterly SPs after Aug-20,"May 24, 2019"
Nokia 4.2,2019-05-01,Monthly,Apr-22,May-19,00WW_1_22E,MR Update and SP (Pie 9),,"May 22, 2019"
Nokia 4.2,2019-05-01,Monthly,Apr-22,May-19,00WW_1_17J_SP01,SP Only (Pie 9),,"May 21, 2019"
Nokia 4.2,2019-05-01,Monthly,Apr-22,May-19,00WW_1_17I_SP01,SP Only (Pie 9),,"May 20, 2019"
Nokia 3.2,2019-05-01,Monthly,Apr-22,May-19,00WW_1_03D_SP01,SP Only (Pie 9),,"May 20, 2019"
Nokia 8,2019-05-01,Monthly,Oct-20,May-19,00WW_5_150_SP01,SP Only (Pie 9),Monthly to Quarterly SPs after Oct-19,"May 20, 2019"
Nokia 6,2019-05-01,Monthly,Sep-19,May-19,00A0_6_17D_SP01 / 00S0_6_17D_SP01,SP Only - Amazon US/India (Pie 9),,"May 20, 2019"
Nokia 6,2019-05-01,Monthly,Oct-20,May-19,00WW_6_17D_SP01,SP Only (Pie 9),Monthly to Quarterly SPs after Oct-19,"May 20, 2019"
Nokia 5,2019-05-01,Monthly,Oct-20,May-19,00WW_6_17D_SP01,SP Only (Pie 9),Monthly to Quarterly SPs after Oct-19,"May 15, 2019"
Nokia 8.1,2019-05-01,Monthly,Dec-21,May-19,00WW_3_02D_SP01,SP Only (Pie 9),,"May 15, 2019"
Nokia 8 Sirocco,2019-05-01,Monthly,May-21,May-19,00WW_4_14B_SP01,SP Only (Pie 9),,"May 14, 2019"
Nokia 8.1,2019-05-01,Monthly,Dec-21,May-19,00WW_2_59E_SP01,SP Only (Pie 9),,"May 13, 2019"
Nokia 3.2,2019-04-01,Monthly,Apr-22,Apr-19,00WW_1_03D,MR Update and SP (Pie 9),,"May 09, 2019"
Nokia 8.1,2019-04-01,Monthly,Dec-21,Apr-19,00WW_3_02D,MR Update and SP (Pie 9),,"May 08, 2019"
Nokia 5,2019-04-01,Monthly,Oct-20,Apr-19,00WW_6_17D,MR Update and SP (Pie 9),Monthly to Quarterly SPs after Oct-19,"May 07, 2019"
Nokia 6,2019-04-01,Monthly,Oct-20,Apr-19,00A0_6_17D / 00S0_6_17D,MR Update and SP (Pie 9),Monthly to Quarterly SPs after Oct-19,"May 07, 2019"
Nokia 6,2019-04-01,Monthly,Oct-20,Apr-19,00WW_6_17D,MR Update and SP (Pie 9),Monthly to Quarterly SPs after Oct-19,"May 07, 2019"
Nokia 5.1 Plus,2019-04-01,Monthly,Oct-21,Apr-19,00WW_2_16A,MR Update and SP (Pie 9),,"May 03, 2019"
Nokia 3.1,2019-04-01,Monthly,Jul-21,Apr-19,00WW_3_180_SP01,SP Only (Pie 9),,"May 01, 2019"
Nokia 8.1,2019-04-01,Monthly,Dec-21,Apr-19,00WW_2_59E,MR Update and SP (Pie 9),,"May 01, 2019"
Nokia 3.1 Plus ,2019-04-01,Monthly,Oct-21,Apr-19,00WW_2_230_SP02,SP Only (Pie 9),,"April 30, 2019"
Nokia 6.1 Plus,2019-04-01,Monthly,Aug-21,Apr-19,00WW_3_51F_SP01,SP Only (Pie 9),,"April 30, 2019"
Nokia 6.1,2019-04-01,Monthly,Apr-21,Apr-19,00WW_3_51F_SP01,SP Only (Pie 9),,"April 30, 2019"
Nokia 7 Plus,2019-04-01,Monthly,Apr-21,Apr-19,00WW_3_51F_SP01,SP Only (Pie 9),,"April 30, 2019"
Nokia 7.1,2019-04-01,Monthly,Nov-21,Apr-19,00WW_3_51F_SP01,SP Only (Pie 9),,"April 30, 2019"
Nokia 8,2019-04-01,Monthly,Oct-20,Apr-19,00WW_5_150,MR Update and SP (Pie 9),Monthly to Quarterly SPs after Oct-19,"April 30, 2019"
Nokia 9 Pureview,2019-04-01,Monthly,Mar-22,Apr-19,00WW_4_22D,MR Update and SP (Pie 9),,"April 30, 2019"
Nokia 8 Sirocco,2019-04-01,Monthly,May-21,Apr-19,00WW_4_14B,MR Update and SP (Pie 9),,"April 29, 2019"
Nokia 5.1,2019-04-01,Monthly,Aug-21,Apr-19,00WW_3_190_SP01 ,SP Only (Pie 9),,"April 29, 2019"
Nokia 2.1,2019-04-01,Monthly,Aug-21,Apr-19,00WW_1_13B,MR Update and SP (Pie 9 GO),Monthly to Quarterly SPs after Aug-20,"April 26, 2019"
Nokia 1 Plus,2019-04-01,Monthly,Feb-22,Apr-19,00WW_0_630_SP01,SP Only (Pie 9 GO),Monthly to Quarterly SPs after Feb-21,"April 25, 2019"
Nokia 2,2019-04-01,Monthly,Nov-19,Apr-19,00WW_0_680_SP05,SP Only (Nougat),,"April 25, 2019"
Nokia 3,2019-04-01,Monthly,Sep-20,Apr-19,00WW_4_43E_SP02,SP Only (Oreo 8.1),Monthly to Quarterly SPs after Sep-19,"April 24, 2019"
Nokia 4.2,2019-04-01,Monthly,Apr-22,Apr-19,00WW_1_17I,MR Update and SP (Pie 9),,"April 23, 2019"
Nokia 9 Pureview,2019-04-01,Monthly,Mar-22,Apr-19,00WW_4_22C,MR Update and SP (Pie 9),,"April 18, 2019"
Nokia 6,2019-03-01,Monthly,Sep-19,Mar-19,00S0_6_12H_SP01 / 00A0_6_12H_SP01,SP Only - Amazon US/India (Pie 9),,"April 18, 2019"
Nokia 6,2019-03-01,Monthly,Oct-20,Mar-19,00WW_6_12H_SP01,SP Only (Pie 9),Monthly to Quarterly SPs after Oct-19,"April 18, 2019"
Nokia 5,2019-03-01,Monthly,Oct-20,Mar-19,00WW_6_12E_SP02,SP Only (Pie 9),Monthly to Quarterly SPs after Oct-19,"April 18, 2019"
Nokia 8,2019-03-01,Monthly,Oct-20,Mar-19,00WW_5_140_SP01,SP Only (Pie 9),Monthly to Quarterly SPs after Oct-19,"April 17, 2019"
Nokia 8,2019-03-01,Monthly,Oct-20,Mar-19,00WW_5_110_SP02,SP Only (Pie 9),Monthly to Quarterly SPs after Oct-19,"April 17, 2019"
Nokia 3.1 Plus ,2019-04-01,Monthly,Oct-21,Apr-19,00WW_1_31K_SP04,SP Only (Oreo 8.1),,"April 16, 2019"
Nokia 1 Plus,2019-04-01,Monthly,Feb-22,Apr-19,00WW_0_750,MR Update and SP (Pie 9 GO),Monthly to Quarterly SPs after Feb-21,"April 11, 2019"
Nokia X71,2019-03-01,Monthly,May-19,Mar-19,00WW_1_18F,MR Update and SP (Pie 9),,"April 10, 2019"
Nokia 1,2019-04-01,Monthly,Apr-21,Apr-19,00WW_1_550_SP01 / 00WW_1_550_RU_SP01,SP Only (Oreo 8.1 GO),Monthly to Quarterly SPs after Apr-20,"April 09, 2019"
Nokia 3.1 Plus ,2019-03-01,Monthly,Oct-21,Mar-19,00WW_2_230_SP01,SP Only (Pie 9),,"April 08, 2019"
Nokia 5.1,2019-03-01,Monthly,Aug-21,Mar-19,00WW_0_42C,MR Update and SP (Oreo 8.0),,"April 05, 2019"
Nokia 3.1,2019-03-01,Monthly,Jul-21,Mar-19,00WW_2_760,MR Update and SP (Oreo 8.1),,"April 03, 2019"
Nokia 2.1,2019-03-01,Monthly,Aug-21,Mar-19,00WW_0_35B_SP06,SP Only (Oreo 8.1 GO),Monthly to Quarterly SPs after Aug-20,"April 03, 2019"
Nokia 3,2019-03-01,Monthly,Sep-20,Mar-19,00WW_4_43E_SP01,SP Only (Oreo 8.1),Monthly to Quarterly SPs after Sep-19,"April 03, 2019"
Nokia 2.1,2019-03-01,Monthly,Aug-21,Mar-19,00WW_1_08C_SP01,SP Only (Pie 9 GO),Monthly to Quarterly SPs after Aug-20,"April 01, 2019"
Nokia 1,2019-03-01,Monthly,Apr-21,Mar-19,00WW_1_550_RU,MR Update and SP (Oreo 8.1 GO),Monthly to Quarterly SPs after Apr-20,"March 29, 2019"
Nokia 6.1,2019-03-01,Monthly,Apr-21,Mar-19,00WW_3_51F,MR Update and SP (Pie 9),,"March 28, 2019"
Nokia 7 Plus,2019-03-01,Monthly,Apr-21,Mar-19,00WW_3_51F,MR Update and SP (Pie 9),,"March 28, 2019"
Nokia 1,2019-03-01,Monthly,Apr-21,Mar-19,00WW_1_550,MR Update and SP (Oreo 8.1 GO),Monthly to Quarterly SPs after Apr-20,"March 27, 2019"
Nokia 6.1 Plus,2019-03-01,Monthly,Aug-21,Mar-19,00WW_3_51F,MR Update and SP (Pie 9),,"March 26, 2019"
Nokia 7.1,2019-03-01,Monthly,Nov-21,Mar-19,00WW_3_51F,MR Update and SP (Pie 9),,"March 26, 2019"
Nokia 7.1,2019-02-01,Monthly,Nov-21,Feb-19,00WW_2_59B_SP01,SP Only (Oreo 8.1),,"March 25, 2019"
Nokia 1 Plus,2019-03-01,Monthly,Feb-22,Mar-19,00WW_0_630,MR Update and SP (Pie 9 GO),Monthly to Quarterly SPs after Feb-21,"March 20, 2019"
Nokia 8.1,2019-03-01,Monthly,Dec-21,Mar-19,00WW_3_020_SP01,SP Only (Pie 9),,"March 19, 2019"
Nokia 5.1,2019-03-01,Monthly,Aug-21,Mar-19,00WW_3_190,MR Upgrade and SP (Pie 9),,"March 19, 2019"
Nokia 5.1 Plus,2019-03-01,Monthly,Oct-21,Mar-19,00WW_2_14A_SP01 ,SP Only (Pie 9),,"March 18, 2019"
Nokia 8.1,2019-03-01,Monthly,Dec-21,Mar-19,00WW_2_590_SP01,SP Only (Pie 9),,"March 18, 2019"
Nokia 2.1,2019-02-01,Monthly,Aug-21,Feb-19,00WW_0_520_SP01,SP Only (Oreo 8.1 GO),Monthly to Quarterly SPs after Aug-20,"March 15, 2019"
Nokia 3.1,2019-03-01,Monthly,Jul-21,Mar-19,00WW_3_180,MR Upgrade and SP (Pie 9),,"March 14, 2019"
Nokia 3,2019-02-01,Monthly,Sep-20,Feb-19,00WW_4_43E,MR Update and SP (Oreo 8.1),Monthly to Quarterly SPs after Sep-19,"March 14, 2019"
Nokia 3.1 Plus ,2019-02-01,Monthly,Oct-21,Feb-19,00WW_1_31K_SP03,SP Only (Oreo 8.1),,"March 12, 2019"
Nokia 7 Plus,2019-02-01,Monthly,Apr-21,Feb-19,00WW_3_22C_SP05,SP Only (Pie 9),,"March 11, 2019"
Nokia 8.1,2019-02-01,Monthly,Dec-21,Feb-19,00WW_2_59A,MR Update and SP (Pie 9),,"March 08, 2019"
Nokia 8.1,2019-02-01,Monthly,Dec-21,Feb-19,00WW_3_020,MR Update and SP (Pie 9),,"March 05, 2019"
Nokia 9 Pureview,2019-02-01,Monthly,Mar-22,Feb-19,00WW_4_19A,MR Update and SP (Pie 9),,"March 04, 2019"
Nokia 2.1,2019-02-01,Monthly,Aug-21,Feb-19,00WW_0_35B_SP05,SP Only (Oreo 8.1 GO),Monthly to Quarterly SPs after Aug-20,"February 27, 2019"
Nokia 5.1,2019-02-01,Monthly,Aug-21,Feb-19,00WW_0_38E_SP06,SP Only (Oreo 8.0),,"February 27, 2019"
Nokia 5.1,2019-02-01,Monthly,Aug-21,Feb-19,00WW_0_38A_SP06,SP Only (Oreo 8.0),,"February 27, 2019"
Nokia 5.1,2019-02-01,Monthly,Aug-21,Feb-19,00WW_0_33H_SP06,SP Only (Oreo 8.0),,"February 27, 2019"
Nokia 3.1,2019-02-01,Monthly,Jul-21,Feb-19,00WW_2_680_SP02,SP Only (Oreo 8.1),,"February 27, 2019"
Nokia 7 Plus,2019-02-01,Monthly,Apr-21,Feb-19,00WW_3_39B_SP03,SP Only (Pie 9),,"February 27, 2019"
Nokia 8.1,2019-02-01,Monthly,Dec-21,Feb-19,00WW_2_590,MR Update and SP (Pie 9),,"February 26, 2019"
Nokia 3.1 Plus ,2019-02-01,Monthly,Oct-21,Feb-19,00WW_2_230,MR Upgrade and SP (Pie 9),,"February 26, 2019"
Nokia 8.1,2019-02-01,Monthly,Dec-21,Feb-19,00WW_2_590,SP Only (Pie 9),,"February 26, 2019"
Nokia 5.1 Plus,2019-02-01,Monthly,Oct-21,Feb-19,00WW_1_14A_SP02 ,SP Only (Oreo 8.1),,"February 25, 2019"
Nokia 7.1,2019-02-01,Monthly,Nov-21,Feb-19,00WW_3_45_SP02,SP Only (Pie 9),,"February 25, 2019"
Nokia 6.1 Plus,2019-02-01,Monthly,Aug-21,Feb-19,00WW_3_45B_SP02,SP Only (Pie 9),,"February 25, 2019"
Nokia 6.1,2019-02-01,Monthly,Apr-21,Feb-19,00WW_3_260_SP04,SP Only (Pie 9),,"February 25, 2019"
Nokia 2.1,2019-01-01,Monthly,Aug-21,Jan-19,00WW_0_520,MR Update and SP (Oreo 8.1 GO),Monthly to Quarterly SPs after Aug-20,"February 21, 2019"
Nokia 2.1,2019-02-01,Monthly,Aug-21,Feb-19,00WW_1_08C,MR Upgrade and SP (Pie 9 GO),Monthly to Quarterly SPs after Aug-20,"February 21, 2019"
Nokia 5,2019-02-01,Monthly,Oct-20,Feb-19,00WW_6_12E_SP01,SP Only (Pie 9),Monthly to Quarterly SPs after Oct-19,"February 21, 2019"
Nokia 8 Sirocco,2019-02-01,Monthly,May-21,Feb-19,00WW_4_120_SP02,SP Only (Pie 9),,"February 21, 2019"
Nokia 8,2019-02-01,Monthly,Oct-20,Feb-19,00WW_5_140,MR Update and SP (Pie 9),Monthly to Quarterly SPs after Oct-19,"February 20, 2019"
Nokia 6,2019-02-01,Monthly,Sep-19,Feb-19,00S0_6_12H / 00A0_6_12H,MR Upgrade and SP - Amazon US/India Pie 9),,"February 20, 2019"
Nokia 6,2019-02-01,Monthly,Oct-20,Feb-19,00WW_6_12H ,MR Upgrade and SP (Pie 9),Monthly to Quarterly SPs after Oct-19,"February 20, 2019"
Nokia 1,2019-02-01,Monthly,Apr-21,Feb-19,00WW_1_40A_SP03 / 00WW_1_40A_RU_SP03,SP Only (Oreo 8.1 GO),Monthly to Quarterly SPs after Apr-20,"February 19, 2019"
Nokia 5.1 Plus,2019-02-01,Monthly,Oct-21,Feb-19,00WW_2_14A,MR Update and SP (Pie 9),,"February 14, 2019"
Nokia 2,2019-02-01,Monthly,Nov-19,Feb-19,00WW_0_680_SP04,SP Only (Nougat),,"February 13, 2019"
Nokia 8,2019-01-01,Monthly,Oct-20,Jan-19,00WW_4_88B_SP08,SP Only (Oreo 8.1),Monthly to Quarterly SPs after Oct-19,"February 01, 2019"
Nokia 6.1 Plus,2019-01-01,Monthly,Aug-21,Jan-19,00WW_3_45B_SP01,SP Only (Pie 9),,"January 29, 2019"
Nokia 8.1,2019-01-01,Monthly,Dec-21,Jan-19,00WW_2_47A_SP01,SP Only (Pie 9),,"January 29, 2019"
Nokia 5.1 Plus,2019-01-01,Monthly,Oct-21,Jan-19,00WW_2_09B_SP01,SP Only (Pie 9),,"January 29, 2019"
Nokia 8,2019-01-01,Monthly,Oct-20,Jan-19,00WW_5_110_SP01,SP Only (Pie 9),Monthly to Quarterly SPs after Oct-19,"January 29, 2019"
Nokia 3,2019-01-01,Monthly,Sep-20,Jan-19,00WW_4_42D_SP01,SP Only (Oreo 8.1),Monthly to Quarterly SPs after Sep-19,"January 24, 2019"
Nokia 3,2019-01-01,Monthly,Sep-20,Jan-19,00WW_3_380_SP06,SP Only (Oreo 8.0),Monthly to Quarterly SPs after Sep-19,"January 24, 2019"
Nokia 5,2019-01-01,Monthly,Oct-20,Jan-19,00WW_6_12E,MR Upgrade and SP (Pie 9),Monthly to Quarterly SPs after Oct-19,"January 24, 2019"
Nokia 6.1,2019-01-01,Monthly,Apr-21,Jan-19,00WW_3_260_SP03,SP Only (Pie 9),,"January 22, 2019"
Nokia 7 Plus,2019-01-01,Monthly,Apr-21,Jan-19,00WW_3_39B_SP02,SP Only (Pie 9),,"January 22, 2019"
Nokia 7 Plus,2019-01-01,Monthly,Apr-21,Jan-19,00WW_3_22C_SP04,SP Only (Pie 9),,"January 22, 2019"
Nokia 2.1,2019-01-01,Monthly,Aug-21,Jan-19,00WW_0_390_SP03,SP Only (Oreo 8.1 GO),Monthly to Quarterly SPs after Aug-20,"January 19, 2019"
Nokia 2.1,2019-01-01,Monthly,Aug-21,Jan-19,00WW_0_35B_SP04,SP Only (Oreo 8.1 GO),Monthly to Quarterly SPs after Aug-20,"January 19, 2019"
Nokia 1,2019-01-01,Monthly,Apr-21,Jan-19,00WW_1_40A_SP02 / 00WW_1_40A_RU_SP02,SP Only (Oreo 8.1 GO),Monthly to Quarterly SPs after Apr-20,"January 18, 2019"
Nokia 5.1,2019-01-01,Monthly,Aug-21,Jan-19,00WW_0_38E_SP05,SP Only (Oreo 8.0),,"January 18, 2019"
Nokia 5.1,2019-01-01,Monthly,Aug-21,Jan-19,00WW_0_38A_SP05,SP Only (Oreo 8.0),,"January 18, 2019"
Nokia 2,2019-01-01,Monthly,Nov-19,Jan-19,00WW_0_680_SP03,SP Only (Nougat),,"January 17, 2019"
Nokia 8 Sirocco,2019-01-01,Monthly,May-21,Jan-19,00WW_4_120_SP01,SP Only (Pie 9),,"January 17, 2019"
Nokia 3.1,2019-01-01,Monthly,Jul-21,Jan-19,00WW_2_680_SP01,SP Only (Oreo 8.1),,"January 16, 2019"
